actual,probability_of_default,risk_band,decision,credit_score
0,0.1349404118031908,Low Risk,Manual Review,776
0,0.07196860392898421,Very Low Risk,Approve,810
0,0.20644758267257723,Medium Risk,Manual Review,736
0,0.11519727805197796,Low Risk,Manual Review,787
0,0.0864638222487458,Very Low Risk,Approve,802
0,0.23836543223530493,High Risk,Manual Review,719
0,0.1486847070891711,Medium Risk,Manual Review,768
1,0.18664214058300246,Medium Risk,Manual Review,747
0,0.0652362501522417,Very Low Risk,Approve,814
0,0.058095334431185176,Very Low Risk,Approve,818
0,0.3129579448025561,Very High Risk,Reject,678
0,0.08534371667775172,Very Low Risk,Approve,803
0,0.05644067901172159,Very Low Risk,Approve,819
0,0.4636172469796839,Very High Risk,Reject,595
0,0.12156492854646338,Low Risk,Manual Review,783
0,0.03155224060874776,Very Low Risk,Approve,833
0,0.10630138191005341,Low Risk,Manual Review,792
0,0.3014091642599479,High Risk,Reject,684
0,0.12569185158940516,Low Risk,Manual Review,781
0,0.29184007229082304,High Risk,Reject,689
1,0.24193856551121656,High Risk,Manual Review,717
0,0.13724997535724245,Low Risk,Manual Review,775
0,0.24355176519615074,High Risk,Manual Review,716
0,0.028281429214685426,Very Low Risk,Approve,834
0,0.047021422415004864,Very Low Risk,Approve,824
0,0.266216139135258,High Risk,Reject,704
0,0.0688107716972066,Very Low Risk,Approve,812
0,0.21209771924061185,Medium Risk,Manual Review,733
0,0.27884970699602335,High Risk,Reject,697
1,0.5514411622403986,Very High Risk,Reject,547
0,0.23244871809174605,High Risk,Manual Review,722
0,0.1514818522410475,Medium Risk,Manual Review,767
0,0.060347073417429765,Very Low Risk,Approve,817
0,0.15936595557599645,Medium Risk,Manual Review,762
0,0.1194506241817583,Low Risk,Manual Review,784
0,0.07147692657590478,Very Low Risk,Approve,811
0,0.05804366366165189,Very Low Risk,Approve,818
0,0.49018883559432375,Very High Risk,Reject,580
1,0.23396601296902386,High Risk,Manual Review,721
1,0.06620725461585343,Very Low Risk,Approve,814
1,0.09564521674860486,Low Risk,Approve,797
0,0.3626098622795277,Very High Risk,Reject,651
0,0.10553922929811448,Low Risk,Manual Review,792
0,0.3963560277352504,Very High Risk,Reject,632
0,0.22682934112814349,High Risk,Manual Review,725
0,0.028954980819734206,Very Low Risk,Approve,834
1,0.23056627809182698,High Risk,Manual Review,723
1,0.14758218700161807,Medium Risk,Manual Review,769
0,0.34274197470787954,Very High Risk,Reject,661
0,0.15325013596272474,Medium Risk,Manual Review,766
1,0.4885720088280093,Very High Risk,Reject,581
0,0.22020120472303464,High Risk,Manual Review,729
1,0.3324337688037802,Very High Risk,Reject,667
0,0.06496253546595274,Very Low Risk,Approve,814
0,0.052548519157740274,Very Low Risk,Approve,821
1,0.1978281496973125,Medium Risk,Manual Review,741
1,0.22082327480412933,High Risk,Manual Review,729
0,0.031662587781557554,Very Low Risk,Approve,833
1,0.2115190501351931,Medium Risk,Manual Review,734
0,0.09928227244257501,Low Risk,Approve,795
0,0.10812512983595715,Low Risk,Manual Review,791
0,0.522129871944376,Very High Risk,Reject,563
0,0.2630251840703074,High Risk,Reject,705
0,0.177749422364059,Medium Risk,Manual Review,752
0,0.04024021127685467,Very Low Risk,Approve,828
0,0.04964138619249951,Very Low Risk,Approve,823
1,0.2685836838556215,High Risk,Reject,702
0,0.20700404272328762,Medium Risk,Manual Review,736
0,0.03136329453882257,Very Low Risk,Approve,833
1,0.3221902042549786,Very High Risk,Reject,673
0,0.1571605737473644,Medium Risk,Manual Review,764
0,0.11810235293050503,Low Risk,Manual Review,785
0,0.1168554380479274,Low Risk,Manual Review,786
0,0.2202534905704641,High Risk,Manual Review,729
1,0.2144501849938195,High Risk,Manual Review,732
0,0.3735257769753842,Very High Risk,Reject,645
0,0.20361743555592884,Medium Risk,Manual Review,738
0,0.5008041968763257,Very High Risk,Reject,575
0,0.11443512991109471,Low Risk,Manual Review,787
0,0.09962431754945145,Low Risk,Approve,795
0,0.17367849064076102,Medium Risk,Manual Review,754
0,0.08046695746545854,Very Low Risk,Approve,806
0,0.1498307593381049,Medium Risk,Manual Review,768
0,0.44400570985213733,Very High Risk,Reject,606
0,0.05934524872939087,Very Low Risk,Approve,817
0,0.12832199665779956,Low Risk,Manual Review,779
0,0.026707955540475083,Very Low Risk,Approve,835
0,0.1133234062935324,Low Risk,Manual Review,788
1,0.1398525495166112,Low Risk,Manual Review,773
1,0.2298657781559728,High Risk,Manual Review,724
0,0.12209388046924143,Low Risk,Manual Review,783
0,0.11660033843351156,Low Risk,Manual Review,786
0,0.34846385199184293,Very High Risk,Reject,658
0,0.032909549355790664,Very Low Risk,Approve,832
0,0.09356086529801538,Low Risk,Approve,799
0,0.11421807783322473,Low Risk,Manual Review,787
0,0.24581211640895914,High Risk,Manual Review,715
0,0.2302630717062357,High Risk,Manual Review,723
1,0.13358334570052363,Low Risk,Manual Review,777
0,0.1779620390396613,Medium Risk,Manual Review,752
0,0.13463985374670023,Low Risk,Manual Review,776
0,0.04775519954284239,Very Low Risk,Approve,824
0,0.18359867229925722,Medium Risk,Manual Review,749
1,0.5089247837939662,Very High Risk,Reject,570
0,0.2698147588190101,High Risk,Reject,702
0,0.224570471488924,High Risk,Manual Review,726
0,0.10577911629081155,Low Risk,Manual Review,792
0,0.10848573885372895,Low Risk,Manual Review,790
0,0.4596101744222985,Very High Risk,Reject,597
1,0.25977896220268865,High Risk,Reject,707
0,0.13840361746484287,Low Risk,Manual Review,774
0,0.20310056602273374,Medium Risk,Manual Review,738
0,0.049066237048131005,Very Low Risk,Approve,823
0,0.322191783953867,Very High Risk,Reject,673
0,0.10987498794093006,Low Risk,Manual Review,790
0,0.19360994759132627,Medium Risk,Manual Review,744
0,0.041039874007860674,Very Low Risk,Approve,827
0,0.21972721159671116,High Risk,Manual Review,729
0,0.2606083296943167,High Risk,Reject,707
0,0.3293389079578185,Very High Risk,Reject,669
0,0.04781074151922378,Very Low Risk,Approve,824
0,0.4131294209494228,Very High Risk,Reject,623
0,0.3207154805182569,Very High Risk,Reject,674
0,0.05832050766276738,Very Low Risk,Approve,818
0,0.13475900767617405,Low Risk,Manual Review,776
0,0.3326934857596245,Very High Risk,Reject,667
1,0.2402850249461756,High Risk,Manual Review,718
0,0.1621033397487158,Medium Risk,Manual Review,761
0,0.1253286745439434,Low Risk,Manual Review,781
0,0.048238046203995334,Very Low Risk,Approve,823
0,0.1683052264272753,Medium Risk,Manual Review,757
0,0.21492709613141295,High Risk,Manual Review,732
0,0.3774538065608143,Very High Risk,Reject,642
0,0.28075621841444065,High Risk,Reject,696
0,0.15446367315468393,Medium Risk,Manual Review,765
0,0.04891452560086467,Very Low Risk,Approve,823
0,0.029374616144117415,Very Low Risk,Approve,834
0,0.16474393595834416,Medium Risk,Manual Review,759
0,0.43664616274931756,Very High Risk,Reject,610
0,0.22970213257452352,High Risk,Manual Review,724
0,0.18020078381819538,Medium Risk,Manual Review,751
0,0.24774837185236237,High Risk,Manual Review,714
1,0.24735354432150577,High Risk,Manual Review,714
1,0.49978927009907564,Very High Risk,Reject,575
1,0.23102049753471413,High Risk,Manual Review,723
0,0.15731785836789267,Medium Risk,Manual Review,763
0,0.2662635310997868,High Risk,Reject,704
0,0.3190960690940029,Very High Risk,Reject,674
0,0.25049652739861994,High Risk,Reject,712
0,0.4353944614742777,Very High Risk,Reject,611
1,0.3718154411762241,Very High Risk,Reject,646
0,0.09783993339660317,Low Risk,Approve,796
0,0.09358202752840596,Low Risk,Approve,799
0,0.31788056382451585,Very High Risk,Reject,675
0,0.09293981055202197,Low Risk,Approve,799
0,0.18642090985943952,Medium Risk,Manual Review,747
0,0.17095465781489408,Medium Risk,Manual Review,756
1,0.2366372622963995,High Risk,Manual Review,720
1,0.3563107224283814,Very High Risk,Reject,654
0,0.0977648847782703,Low Risk,Approve,796
0,0.15260271497282657,Medium Risk,Manual Review,766
1,0.26978643554790094,High Risk,Reject,702
0,0.23542782116417885,High Risk,Manual Review,721
0,0.2657182761888163,High Risk,Reject,704
0,0.09875274592112018,Low Risk,Approve,796
0,0.16444245743003794,Medium Risk,Manual Review,760
0,0.12500338185624202,Low Risk,Manual Review,781
0,0.12102120885080828,Low Risk,Manual Review,783
0,0.10454483747390216,Low Risk,Manual Review,793
0,0.0695134511787868,Very Low Risk,Approve,812
1,0.0709675820123055,Very Low Risk,Approve,811
0,0.41962413028968437,Very High Risk,Reject,619
0,0.3039048207808848,High Risk,Reject,683
0,0.24180278478251516,High Risk,Manual Review,717
0,0.08575072627774319,Very Low Risk,Approve,803
0,0.3171470437422264,Very High Risk,Reject,676
0,0.16269437629604824,Medium Risk,Manual Review,761
1,0.33162819664811016,Very High Risk,Reject,668
0,0.16502823517445292,Medium Risk,Manual Review,759
0,0.4004423812607853,Very High Risk,Reject,630
0,0.18154713492153987,Medium Risk,Manual Review,750
1,0.4032379451790129,Very High Risk,Reject,628
0,0.07115884515382187,Very Low Risk,Approve,811
1,0.1961381748376074,Medium Risk,Manual Review,742
0,0.27935259628270215,High Risk,Reject,696
0,0.2104687323054037,Medium Risk,Manual Review,734
0,0.22577464388532656,High Risk,Manual Review,726
0,0.34827337312900936,Very High Risk,Reject,658
0,0.07543677912336186,Very Low Risk,Approve,809
0,0.06243979214865726,Very Low Risk,Approve,816
0,0.12549741014945937,Low Risk,Manual Review,781
1,0.11119295284560488,Low Risk,Manual Review,789
0,0.04552396141214315,Very Low Risk,Approve,825
0,0.060162080292189245,Very Low Risk,Approve,817
0,0.0480068154939478,Very Low Risk,Approve,824
1,0.38721711307379464,Very High Risk,Reject,637
0,0.16594052834142203,Medium Risk,Manual Review,759
0,0.3190475636981752,Very High Risk,Reject,675
0,0.24957128003818865,High Risk,Manual Review,713
1,0.3042234475649164,High Risk,Reject,683
0,0.05221540186624282,Very Low Risk,Approve,821
0,0.24093784046272504,High Risk,Manual Review,717
0,0.23529056500520165,High Risk,Manual Review,721
0,0.12467156158678881,Low Risk,Manual Review,781
0,0.12354895481219073,Low Risk,Manual Review,782
0,0.21828698296040097,High Risk,Manual Review,730
0,0.2244418786070704,High Risk,Manual Review,727
0,0.0975868819026884,Low Risk,Approve,796
0,0.17397106281670105,Medium Risk,Manual Review,754
1,0.14121885192329117,Low Risk,Manual Review,772
0,0.3585357799171527,Very High Risk,Reject,653
1,0.14680912262682766,Medium Risk,Manual Review,769
0,0.47425239881651243,Very High Risk,Reject,589
0,0.18042547123370448,Medium Risk,Manual Review,751
1,0.37434448791144115,Very High Risk,Reject,644
0,0.2881286954844889,High Risk,Reject,692
0,0.26719553120884104,High Risk,Reject,703
0,0.08463203616248678,Very Low Risk,Approve,803
0,0.09317332586455324,Low Risk,Approve,799
0,0.1309278015024939,Low Risk,Manual Review,778
0,0.2675429798577653,High Risk,Reject,703
1,0.3586416559837251,Very High Risk,Reject,653
1,0.17664083021084973,Medium Risk,Manual Review,753
0,0.24328005930269123,High Risk,Manual Review,716
0,0.27447294662193583,High Risk,Reject,699
0,0.24962529468449718,High Risk,Manual Review,713
0,0.3078613236499956,High Risk,Reject,681
0,0.18562195608913024,Medium Risk,Manual Review,748
1,0.2675491093522999,High Risk,Reject,703
0,0.14498288711314294,Low Risk,Manual Review,770
0,0.23245300260229454,High Risk,Manual Review,722
0,0.056936691013083136,Very Low Risk,Approve,819
0,0.15315483043755077,Medium Risk,Manual Review,766
1,0.37560189721902487,Very High Risk,Reject,643
0,0.1905902813863229,Medium Risk,Manual Review,745
0,0.3727863705242736,Very High Risk,Reject,645
1,0.21853895420010244,High Risk,Manual Review,730
1,0.5545169508922537,Very High Risk,Reject,545
0,0.4379782544239525,Very High Risk,Reject,609
0,0.06446878690228226,Very Low Risk,Approve,815
0,0.07852356133817204,Very Low Risk,Approve,807
0,0.10281522035575727,Low Risk,Manual Review,793
0,0.0459863155946014,Very Low Risk,Approve,825
0,0.497244240303394,Very High Risk,Reject,577
0,0.04434375459062227,Very Low Risk,Approve,826
1,0.3611266481312017,Very High Risk,Reject,651
1,0.23818850933592378,High Risk,Manual Review,719
0,0.13276197167474643,Low Risk,Manual Review,777
0,0.6185437631256888,Very High Risk,Reject,510
0,0.30377839534593404,High Risk,Reject,683
0,0.06653401320312974,Very Low Risk,Approve,813
0,0.26210177284334013,High Risk,Reject,706
0,0.29349515355680045,High Risk,Reject,689
0,0.07372461808653602,Very Low Risk,Approve,809
0,0.37235182793681754,Very High Risk,Reject,645
0,0.27243141035297613,High Risk,Reject,700
0,0.18492461516394756,Medium Risk,Manual Review,748
0,0.08773543015628484,Low Risk,Approve,802
0,0.24018252978668647,High Risk,Manual Review,718
0,0.05712142647350366,Very Low Risk,Approve,819
0,0.36852778381070683,Very High Risk,Reject,647
0,0.13742332592231946,Low Risk,Manual Review,774
1,0.15655847243763832,Medium Risk,Manual Review,764
0,0.15991108263814785,Medium Risk,Manual Review,762
0,0.08301747594550027,Very Low Risk,Approve,804
0,0.11821290937913481,Low Risk,Manual Review,785
0,0.15544209586942898,Medium Risk,Manual Review,765
0,0.04907209978183105,Very Low Risk,Approve,823
1,0.36949243921827896,Very High Risk,Reject,647
0,0.36284735106895394,Very High Risk,Reject,650
1,0.21001070564859717,Medium Risk,Manual Review,734
1,0.3764535232138534,Very High Risk,Reject,643
0,0.2079797443090055,Medium Risk,Manual Review,736
0,0.29865028702936475,High Risk,Reject,686
0,0.5032211379759182,Very High Risk,Reject,573
0,0.28174263650880077,High Risk,Reject,695
0,0.1257715734872901,Low Risk,Manual Review,781
0,0.09172013544131129,Low Risk,Approve,800
0,0.29379711624415084,High Risk,Reject,688
0,0.21059777442065503,Medium Risk,Manual Review,734
0,0.16942671956500785,Medium Risk,Manual Review,757
0,0.09875409483164271,Low Risk,Approve,796
0,0.3184557940594909,Very High Risk,Reject,675
0,0.32897053671588966,Very High Risk,Reject,669
1,0.32639328189145056,Very High Risk,Reject,670
1,0.23224448354241484,High Risk,Manual Review,722
0,0.0494169647745082,Very Low Risk,Approve,823
1,0.1473585724703425,Medium Risk,Manual Review,769
1,0.527109342377044,Very High Risk,Reject,560
0,0.035850150338515414,Very Low Risk,Approve,830
0,0.4008175927692686,Very High Risk,Reject,630
0,0.26036668453485967,High Risk,Reject,707
1,0.43867933301787915,Very High Risk,Reject,609
0,0.05292998757928765,Very Low Risk,Approve,821
0,0.2200831541681816,High Risk,Manual Review,729
0,0.48376163378572246,Very High Risk,Reject,584
0,0.5286226176701894,Very High Risk,Reject,559
0,0.03547045023728605,Very Low Risk,Approve,830
0,0.1493836540376516,Medium Risk,Manual Review,768
0,0.29533502634234327,High Risk,Reject,688
1,0.5421962674324898,Very High Risk,Reject,552
0,0.18202289290931817,Medium Risk,Manual Review,750
0,0.15792892683653642,Medium Risk,Manual Review,763
0,0.051507891663240976,Very Low Risk,Approve,822
1,0.37538944786215067,Very High Risk,Reject,644
0,0.036984732346279456,Very Low Risk,Approve,830
0,0.14825451702044398,Medium Risk,Manual Review,768
0,0.10266507970059666,Low Risk,Manual Review,794
0,0.0751997622642622,Very Low Risk,Approve,809
0,0.4715356160983014,Very High Risk,Reject,591
0,0.13506998179899013,Low Risk,Manual Review,776
0,0.1247152414065057,Low Risk,Manual Review,781
0,0.0592707767592529,Very Low Risk,Approve,817
0,0.27806836917824124,High Risk,Reject,697
0,0.2801514171375959,High Risk,Reject,696
0,0.0430150647747294,Very Low Risk,Approve,826
0,0.17732672239891345,Medium Risk,Manual Review,752
0,0.12591429200388246,Low Risk,Manual Review,781
0,0.10685740042880068,Low Risk,Manual Review,791
0,0.146458428866209,Medium Risk,Manual Review,769
1,0.284767039056222,High Risk,Reject,693
1,0.3341875097748132,Very High Risk,Reject,666
1,0.39663742980822475,Very High Risk,Reject,632
0,0.05063619344466814,Very Low Risk,Approve,822
0,0.17045623735509902,Medium Risk,Manual Review,756
0,0.02546451034119445,Very Low Risk,Approve,836
0,0.19468900201554615,Medium Risk,Manual Review,743
0,0.10052809765342116,Low Risk,Manual Review,795
0,0.14042497064595683,Low Risk,Manual Review,773
0,0.3192511858705358,Very High Risk,Reject,674
0,0.11383405857246544,Low Risk,Manual Review,787
0,0.28177822396981106,High Risk,Reject,695
1,0.17665711079468402,Medium Risk,Manual Review,753
1,0.4229489502600952,Very High Risk,Reject,617
0,0.1711361300762279,Medium Risk,Manual Review,756
1,0.23833760559357586,High Risk,Manual Review,719
0,0.07486769078290174,Very Low Risk,Approve,809
0,0.24482755651191504,High Risk,Manual Review,715
0,0.2538758583037553,High Risk,Reject,710
1,0.34153565458153845,Very High Risk,Reject,662
0,0.3382135970191743,Very High Risk,Reject,664
1,0.2644514881667604,High Risk,Reject,705
0,0.3350206852625206,Very High Risk,Reject,666
1,0.2916756593719835,High Risk,Reject,690
0,0.38975061309287445,Very High Risk,Reject,636
1,0.0875419087995274,Low Risk,Approve,802
0,0.5531572932553678,Very High Risk,Reject,546
0,0.15817185494348007,Medium Risk,Manual Review,763
0,0.22060919192593875,High Risk,Manual Review,729
0,0.3253260227028632,Very High Risk,Reject,671
0,0.19993319357445918,Medium Risk,Manual Review,740
0,0.44767754095494505,Very High Risk,Reject,604
0,0.21148275142736989,Medium Risk,Manual Review,734
0,0.16507837241729553,Medium Risk,Manual Review,759
0,0.10102119378391221,Low Risk,Manual Review,794
0,0.11902215726831673,Low Risk,Manual Review,785
0,0.11778117017086429,Low Risk,Manual Review,785
0,0.2430004819635203,High Risk,Manual Review,716
0,0.07583386912021578,Very Low Risk,Approve,808
0,0.27832944899152734,High Risk,Reject,697
0,0.3942914510787716,Very High Risk,Reject,633
1,0.3518769060123556,Very High Risk,Reject,656
0,0.39492177002252987,Very High Risk,Reject,633
0,0.3329462209125365,Very High Risk,Reject,667
0,0.2606622765741486,High Risk,Reject,707
1,0.19549015420026933,Medium Risk,Manual Review,742
1,0.13758266938768687,Low Risk,Manual Review,774
0,0.4349611082593806,Very High Risk,Reject,611
0,0.06011438779526666,Very Low Risk,Approve,817
1,0.27492833545708195,High Risk,Reject,699
1,0.07624704977685444,Very Low Risk,Approve,808
0,0.05523049375989634,Very Low Risk,Approve,820
0,0.3074429551937812,High Risk,Reject,681
1,0.19506136613980984,Medium Risk,Manual Review,743
0,0.12875033677883788,Low Risk,Manual Review,779
0,0.12893194992808524,Low Risk,Manual Review,779
0,0.2221712264397589,High Risk,Manual Review,728
0,0.2232713188985271,High Risk,Manual Review,727
0,0.16478541552893555,Medium Risk,Manual Review,759
0,0.14253817559287033,Low Risk,Manual Review,772
0,0.5117862226640727,Very High Risk,Reject,569
0,0.05724182487729054,Very Low Risk,Approve,819
0,0.03860495384981589,Very Low Risk,Approve,829
0,0.20199254829255642,Medium Risk,Manual Review,739
0,0.1976908588025196,Medium Risk,Manual Review,741
0,0.19804555096038834,Medium Risk,Manual Review,741
0,0.22481487854718082,High Risk,Manual Review,726
0,0.1066774055616518,Low Risk,Manual Review,791
0,0.035157936469129125,Very Low Risk,Approve,831
0,0.537983961416511,Very High Risk,Reject,554
0,0.20511229622893126,Medium Risk,Manual Review,737
0,0.36904546951593103,Very High Risk,Reject,647
1,0.16704390083878273,Medium Risk,Manual Review,758
0,0.09516499021975813,Low Risk,Approve,798
0,0.08344664565475306,Very Low Risk,Approve,804
0,0.13576563908786057,Low Risk,Manual Review,775
0,0.03744101033046087,Very Low Risk,Approve,829
0,0.2262050423007953,High Risk,Manual Review,726
0,0.37378549392455196,Very High Risk,Reject,644
0,0.04378651123581225,Very Low Risk,Approve,826
1,0.24280068409233563,High Risk,Manual Review,716
1,0.13011764738745307,Low Risk,Manual Review,778
1,0.38964947677269507,Very High Risk,Reject,636
1,0.11213829104623635,Low Risk,Manual Review,788
0,0.31445106578449683,Very High Risk,Reject,677
0,0.23814899609027387,High Risk,Manual Review,719
0,0.25466283974381165,High Risk,Reject,710
1,0.512261714101388,Very High Risk,Reject,568
0,0.06689880553102051,Very Low Risk,Approve,813
0,0.38070660395959455,Very High Risk,Reject,641
1,0.3109380182933424,High Risk,Reject,679
0,0.10919405644508581,Low Risk,Manual Review,790
1,0.0999007881276349,Low Risk,Approve,795
0,0.12633022683678743,Low Risk,Manual Review,781
0,0.23766618937309972,High Risk,Manual Review,719
1,0.09579644074259004,Low Risk,Approve,797
0,0.052840817038369445,Very Low Risk,Approve,821
0,0.13619982934566005,Low Risk,Manual Review,775
0,0.03653655973618701,Very Low Risk,Approve,830
0,0.2050816604171587,Medium Risk,Manual Review,737
1,0.3377932638886195,Very High Risk,Reject,664
0,0.17330865087929917,Medium Risk,Manual Review,755
0,0.14388834596270497,Low Risk,Manual Review,771
0,0.3423029940408318,Very High Risk,Reject,662
0,0.27260510144536815,High Risk,Reject,700
0,0.2104581821422911,Medium Risk,Manual Review,734
0,0.04266797858084597,Very Low Risk,Approve,827
0,0.0405397804325644,Very Low Risk,Approve,828
1,0.0641844082231504,Very Low Risk,Approve,815
0,0.13554219640312953,Low Risk,Manual Review,775
0,0.29408725457353846,High Risk,Reject,688
0,0.3463856605073244,Very High Risk,Reject,659
0,0.15390483156502757,Medium Risk,Manual Review,765
1,0.18866081710838936,Medium Risk,Manual Review,746
0,0.46747662407574647,Very High Risk,Reject,593
0,0.09792735042643143,Low Risk,Approve,796
0,0.30798955355546415,High Risk,Reject,681
1,0.14267653979968326,Low Risk,Manual Review,772
0,0.1037455396825594,Low Risk,Manual Review,793
1,0.32044916215939506,Very High Risk,Reject,674
1,0.20571336647387797,Medium Risk,Manual Review,737
0,0.1448800569229001,Low Risk,Manual Review,770
0,0.35675519442768605,Very High Risk,Reject,654
1,0.09647155530618741,Low Risk,Approve,797
0,0.05131102596732804,Very Low Risk,Approve,822
0,0.08678502176922623,Very Low Risk,Approve,802
0,0.043644032690534906,Very Low Risk,Approve,826
1,0.2580629352334049,High Risk,Reject,708
0,0.11339303886707809,Low Risk,Manual Review,788
0,0.1068883932712274,Low Risk,Manual Review,791
0,0.24713954621976267,High Risk,Manual Review,714
0,0.08877398922298047,Low Risk,Approve,801
1,0.29467259600853973,High Risk,Reject,688
1,0.12819028837051702,Low Risk,Manual Review,779
0,0.12792144337622602,Low Risk,Manual Review,780
0,0.14945983786432224,Medium Risk,Manual Review,768
0,0.20385672697011306,Medium Risk,Manual Review,738
1,0.10396581200278246,Low Risk,Manual Review,793
0,0.2530180530531999,High Risk,Reject,711
0,0.2616447392080804,High Risk,Reject,706
0,0.08490282141648069,Very Low Risk,Approve,803
0,0.3091190932575542,High Risk,Reject,680
0,0.17004113493991752,Medium Risk,Manual Review,756
0,0.3278443503002032,Very High Risk,Reject,670
0,0.18935732198301933,Medium Risk,Manual Review,746
0,0.10570264147223586,Low Risk,Manual Review,792
0,0.09157672312880966,Low Risk,Approve,800
0,0.251166886387519,High Risk,Reject,712
0,0.08126447308489343,Very Low Risk,Approve,805
0,0.3540410192133376,Very High Risk,Reject,655
1,0.3490840091356528,Very High Risk,Reject,658
0,0.17924601915896976,Medium Risk,Manual Review,751
0,0.07862743335368647,Very Low Risk,Approve,807
0,0.2194239197578987,High Risk,Manual Review,729
0,0.19028153128599473,Medium Risk,Manual Review,745
0,0.09132612826918944,Low Risk,Approve,800
0,0.06003965158955479,Very Low Risk,Approve,817
0,0.20585708599906424,Medium Risk,Manual Review,737
0,0.20429371634839716,Medium Risk,Manual Review,738
1,0.5249724460333502,Very High Risk,Reject,561
1,0.12376395712614144,Low Risk,Manual Review,782
0,0.4311174472511203,Very High Risk,Reject,613
0,0.061322243185246976,Very Low Risk,Approve,816
1,0.4669054735596562,Very High Risk,Reject,593
0,0.13592872392422134,Low Risk,Manual Review,775
0,0.331253047777378,Very High Risk,Reject,668
0,0.31026597058126903,High Risk,Reject,679
0,0.34290231779263536,Very High Risk,Reject,661
0,0.24332149338879866,High Risk,Manual Review,716
0,0.0358600086805085,Very Low Risk,Approve,830
0,0.06691108668930461,Very Low Risk,Approve,813
1,0.24561040229840883,High Risk,Manual Review,715
0,0.10556750536893693,Low Risk,Manual Review,792
0,0.14992434910986233,Medium Risk,Manual Review,768
0,0.19538412287200344,Medium Risk,Manual Review,743
0,0.07530719443694915,Very Low Risk,Approve,809
1,0.43510013621862526,Very High Risk,Reject,611
0,0.21945407105564307,High Risk,Manual Review,729
0,0.3084492061606465,High Risk,Reject,680
0,0.18261127059156987,Medium Risk,Manual Review,750
0,0.4059049368035577,Very High Risk,Reject,627
0,0.13104901851676456,Low Risk,Manual Review,778
1,0.5429432334922992,Very High Risk,Reject,551
0,0.3151611535489773,Very High Risk,Reject,677
1,0.15817316101245754,Medium Risk,Manual Review,763
0,0.26387360762582235,High Risk,Reject,705
0,0.0681498054601144,Very Low Risk,Approve,813
0,0.3561375424403429,Very High Risk,Reject,654
0,0.1869173016081116,Medium Risk,Manual Review,747
0,0.29481736838463835,High Risk,Reject,688
0,0.08681016819397452,Very Low Risk,Approve,802
0,0.4304129519367499,Very High Risk,Reject,613
0,0.12341899090175855,Low Risk,Manual Review,782
0,0.09515232627327733,Low Risk,Approve,798
1,0.5421353845230126,Very High Risk,Reject,552
0,0.33353248919913353,Very High Risk,Reject,667
0,0.07966785816213806,Very Low Risk,Approve,806
0,0.1776620716155042,Medium Risk,Manual Review,752
0,0.3057941064236009,High Risk,Reject,682
0,0.13124743833264466,Low Risk,Manual Review,778
1,0.322191915798547,Very High Risk,Reject,673
0,0.04661960688990224,Very Low Risk,Approve,824
0,0.23227607513370835,High Risk,Manual Review,722
0,0.3068849803415129,High Risk,Reject,681
0,0.06264771240654664,Very Low Risk,Approve,816
0,0.04634727701594391,Very Low Risk,Approve,825
0,0.272956956829744,High Risk,Reject,700
0,0.19789616787221617,Medium Risk,Manual Review,741
0,0.15341782073242732,Medium Risk,Manual Review,766
0,0.10210445017687948,Low Risk,Manual Review,794
0,0.2936258275112664,High Risk,Reject,689
0,0.10796638193538703,Low Risk,Manual Review,791
0,0.1303536611919162,Low Risk,Manual Review,778
0,0.055060524651034275,Very Low Risk,Approve,820
0,0.222747676969895,High Risk,Manual Review,727
0,0.42184948910375425,Very High Risk,Reject,618
0,0.3892913546073824,Very High Risk,Reject,636
1,0.1619116696461018,Medium Risk,Manual Review,761
0,0.4708331292783841,Very High Risk,Reject,591
0,0.1262270231710107,Low Risk,Manual Review,781
0,0.034717840804612106,Very Low Risk,Approve,831
0,0.09942778452822268,Low Risk,Approve,795
0,0.08295486068848619,Very Low Risk,Approve,804
0,0.05421947664896721,Very Low Risk,Approve,820
0,0.08952035432653739,Low Risk,Approve,801
0,0.03282987918618767,Very Low Risk,Approve,832
0,0.09349914524729593,Low Risk,Approve,799
0,0.22895565300024343,High Risk,Manual Review,724
0,0.2591671604892418,High Risk,Reject,707
1,0.2981928534505714,High Risk,Reject,686
0,0.1324621604275945,Low Risk,Manual Review,777
0,0.11430105937857396,Low Risk,Manual Review,787
0,0.1715735610547066,Medium Risk,Manual Review,756
0,0.0937222653699024,Low Risk,Approve,798
0,0.16417897715276164,Medium Risk,Manual Review,760
0,0.23721214621776462,High Risk,Manual Review,720
0,0.03186700204134989,Very Low Risk,Approve,832
0,0.07147508702293799,Very Low Risk,Approve,811
0,0.22407408691675104,High Risk,Manual Review,727
0,0.24040997434936653,High Risk,Manual Review,718
1,0.6226650496577945,Very High Risk,Reject,508
0,0.03973958792761058,Very Low Risk,Approve,828
1,0.15809856110338086,Medium Risk,Manual Review,763
0,0.09235307236483453,Low Risk,Approve,799
1,0.5258317489415771,Very High Risk,Reject,561
0,0.43611858900260597,Very High Risk,Reject,610
0,0.14506779905622313,Low Risk,Manual Review,770
0,0.2272706617881024,High Risk,Manual Review,725
1,0.0523298722385576,Very Low Risk,Approve,821
0,0.1852149235178809,Medium Risk,Manual Review,748
0,0.48655570683301014,Very High Risk,Reject,582
0,0.0709731512040322,Very Low Risk,Approve,811
1,0.24714473980364238,High Risk,Manual Review,714
